TimeMins, TotalArrival, WaitingQueue, Rejected
85, 2277.0, 786.0, 104
86, 2321.0, 786.0, 116
87, 2350.0, 786.0, 128
88, 2385.0, 786.0, 141
89, 2417.0, 786.0, 153
90, 2452.0, 786.0, 158
91, 2489.0, 786.0, 172
92, 2520.0, 786.0, 176
93, 2560.0, 786.0, 192
94, 2594.0, 786.0, 202
95, 2628.0, 786.0, 213
96, 2672.0, 786.0, 227
97, 2720.0, 786.0, 247
98, 2747.0, 786.0, 255
99, 2776.0, 786.0, 259
100, 2806.0, 786.0, 271
101, 2846.0, 786.0, 288
102, 2872.0, 786.0, 293
103, 2905.0, 786.0, 301
104, 2943.0, 786.0, 314
105, 2981.0, 786.0, 323
106, 3019.0, 786.0, 334
107, 3054.0, 786.0, 345
108, 3073.0, 785.0, 345
109, 3109.0, 786.0, 356
110, 3146.0, 786.0, 370
111, 3184.0, 786.0, 385
112, 3224.0, 786.0, 405
113, 3261.0, 786.0, 414
114, 3297.0, 786.0, 434
115, 3333.0, 786.0, 443
116, 3369.0, 786.0, 448
117, 3411.0, 786.0, 460
118, 3440.0, 786.0, 461
119, 3470.0, 786.0, 473
120, 3537.0, 786.0, 498
121, 3613.0, 786.0, 526
122, 3695.0, 786.0, 563
123, 3782.0, 786.0, 596
124, 3849.0, 786.0, 620
125, 3927.0, 786.0, 646
126, 3994.0, 786.0, 667
127, 4061.0, 786.0, 694
128, 4140.0, 786.0, 722
129, 4214.0, 786.0, 746
130, 4303.0, 786.0, 786
131, 4388.0, 786.0, 819
132, 4454.0, 786.0, 845
133, 4540.0, 786.0, 871
134, 4605.0, 786.0, 891
135, 4676.0, 786.0, 921
136, 4753.0, 786.0, 960
137, 4812.0, 786.0, 983
138, 4874.0, 786.0, 1003
139, 4958.0, 786.0, 1043
140, 5045.0, 786.0, 1085
141, 5126.0, 786.0, 1123
142, 5198.0, 786.0, 1150
143, 5281.0, 786.0, 1193
144, 5361.0, 786.0, 1225
145, 5456.0, 786.0, 1267
146, 5518.0, 786.0, 1282
147, 5592.0, 786.0, 1318
148, 5646.0, 786.0, 1344
149, 5723.0, 786.0, 1373
150, 5812.0, 786.0, 1411
151, 5897.0, 786.0, 1445
152, 5966.0, 786.0, 1476
153, 6050.0, 786.0, 1510
154, 6116.0, 786.0, 1529
155, 6197.0, 786.0, 1564
156, 6280.0, 786.0, 1606
157, 6351.0, 786.0, 1630
158, 6421.0, 786.0, 1657
159, 6493.0, 786.0, 1691
160, 6573.0, 786.0, 1717
161, 6640.0, 786.0, 1740
162, 6701.0, 786.0, 1762
163, 6799.0, 786.0, 1807
164, 6853.0, 786.0, 1833
165, 6931.0, 786.0, 1868
166, 6993.0, 786.0, 1896
167, 7059.0, 786.0, 1922
168, 7136.0, 786.0, 1946
169, 7228.0, 786.0, 1988
170, 7315.0, 786.0, 2021
171, 7393.0, 786.0, 2051
172, 7463.0, 786.0, 2075
173, 7539.0, 786.0, 2105
174, 7611.0, 786.0, 2137
175, 7673.0, 786.0, 2166
176, 7744.0, 786.0, 2202
177, 7808.0, 786.0, 2231
178, 7880.0, 786.0, 2256
179, 7958.0, 786.0, 2286
180, 8031.0, 786.0, 2316
181, 8108.0, 786.0, 2354
182, 8193.0, 786.0, 2396
183, 8294.0, 786.0, 2443
184, 8373.0, 786.0, 2475
185, 8449.0, 786.0, 2510
186, 8530.0, 786.0, 2537
187, 8619.0, 786.0, 2572
188, 8702.0, 786.0, 2601
189, 8776.0, 786.0, 2629
190, 8853.0, 786.0, 2657
191, 8926.0, 786.0, 2692
192, 8999.0, 786.0, 2717
193, 9084.0, 786.0, 2757
194, 9146.0, 786.0, 2780
195, 9221.0, 786.0, 2811
196, 9291.0, 786.0, 2845
197, 9355.0, 786.0, 2867
198, 9420.0, 786.0, 2894
199, 9497.0, 786.0, 2923
200, 9580.0, 786.0, 2958
201, 9659.0, 786.0, 2991
202, 9715.0, 786.0, 3013
203, 9818.0, 786.0, 3058
204, 9901.0, 786.0, 3093
205, 9978.0, 786.0, 3127
206, 10037.0, 786.0, 3147
207, 10108.0, 786.0, 3168
208, 10179.0, 786.0, 3194
209, 10240.0, 786.0, 3210
210, 10316.0, 786.0, 3243
211, 10400.0, 786.0, 3271
212, 10467.0, 786.0, 3304
213, 10542.0, 786.0, 3336
214, 10602.0, 786.0, 3363
215, 10667.0, 786.0, 3396
216, 10738.0, 786.0, 3415
217, 10828.0, 786.0, 3456
218, 10914.0, 786.0, 3489
219, 10982.0, 786.0, 3521
220, 11064.0, 786.0, 3557
221, 11147.0, 786.0, 3589
222, 11211.0, 786.0, 3623
223, 11278.0, 786.0, 3650
224, 11367.0, 786.0, 3686
225, 11437.0, 786.0, 3709
226, 11521.0, 786.0, 3748
227, 11619.0, 786.0, 3788
228, 11695.0, 786.0, 3813
229, 11791.0, 786.0, 3856
230, 11871.0, 786.0, 3889
231, 11947.0, 786.0, 3916
232, 12032.0, 786.0, 3952
233, 12114.0, 786.0, 3983
234, 12194.0, 786.0, 4021
235, 12276.0, 786.0, 4053
236, 12364.0, 786.0, 4078
237, 12429.0, 786.0, 4095
238, 12495.0, 786.0, 4120
239, 12575.0, 786.0, 4154
240, 12644.0, 786.0, 4183
241, 12716.0, 786.0, 4216
242, 12792.0, 786.0, 4260
243, 12862.0, 786.0, 4296
244, 12925.0, 786.0, 4312
245, 12996.0, 786.0, 4340
246, 13066.0, 786.0, 4362
247, 13147.0, 786.0, 4390
248, 13212.0, 786.0, 4421
249, 13286.0, 786.0, 4451
250, 13360.0, 786.0, 4489
251, 13442.0, 786.0, 4521
252, 13521.0, 786.0, 4559
253, 13608.0, 786.0, 4597
254, 13698.0, 786.0, 4634
255, 13783.0, 786.0, 4674
256, 13855.0, 786.0, 4704
257, 13931.0, 786.0, 4741
258, 13993.0, 786.0, 4753
259, 14057.0, 786.0, 4774
260, 14129.0, 786.0, 4808
261, 14195.0, 786.0, 4832
262, 14260.0, 786.0, 4850
263, 14327.0, 786.0, 4870
264, 14397.0, 786.0, 4900
265, 14476.0, 786.0, 4929
266, 14532.0, 786.0, 4947
267, 14625.0, 786.0, 4980
268, 14696.0, 786.0, 5010
269, 14777.0, 786.0, 5046
270, 14870.0, 786.0, 5079
271, 14950.0, 786.0, 5115
272, 15035.0, 786.0, 5150
273, 15124.0, 786.0, 5183
274, 15204.0, 786.0, 5217
275, 15280.0, 786.0, 5244
276, 15351.0, 786.0, 5270
277, 15443.0, 786.0, 5312
278, 15527.0, 786.0, 5345
279, 15601.0, 786.0, 5380
280, 15680.0, 786.0, 5413
281, 15765.0, 786.0, 5453
282, 15851.0, 786.0, 5483
283, 15915.0, 786.0, 5508
284, 15997.0, 786.0, 5543
285, 16050.0, 786.0, 5563
286, 16126.0, 786.0, 5595
287, 16184.0, 786.0, 5616
288, 16256.0, 786.0, 5649
289, 16332.0, 786.0, 5683
290, 16410.0, 786.0, 5717
291, 16474.0, 786.0, 5743
292, 16556.0, 786.0, 5774
293, 16628.0, 786.0, 5804
294, 16708.0, 786.0, 5833
295, 16790.0, 786.0, 5868
296, 16872.0, 786.0, 5901
297, 16951.0, 786.0, 5936
298, 17034.0, 786.0, 5965
299, 17108.0, 786.0, 6002
300, 17161.0, 786.0, 6030
301, 17207.0, 786.0, 6050
302, 17250.0, 786.0, 6065
303, 17309.0, 786.0, 6087
304, 17370.0, 786.0, 6109
305, 17431.0, 786.0, 6138
306, 17510.0, 786.0, 6164
307, 17564.0, 786.0, 6189
308, 17619.0, 786.0, 6208
309, 17665.0, 786.0, 6224
310, 17712.0, 786.0, 6243
311, 17767.0, 786.0, 6259
312, 17811.0, 786.0, 6284
313, 17871.0, 786.0, 6304
314, 17930.0, 786.0, 6324
315, 17974.0, 786.0, 6341
316, 18045.0, 786.0, 6371
317, 18094.0, 786.0, 6383
318, 18150.0, 786.0, 6408
319, 18209.0, 786.0, 6437
320, 18266.0, 786.0, 6459
321, 18316.0, 786.0, 6485
322, 18384.0, 786.0, 6510
323, 18444.0, 786.0, 6538
324, 18489.0, 786.0, 6557
325, 18551.0, 786.0, 6580
326, 18605.0, 786.0, 6605
327, 18642.0, 786.0, 6617
328, 18701.0, 786.0, 6636
329, 18758.0, 786.0, 6656
330, 18818.0, 786.0, 6674
331, 18860.0, 786.0, 6687
332, 18907.0, 786.0, 6702
333, 18951.0, 786.0, 6721
334, 19020.0, 786.0, 6747
335, 19067.0, 786.0, 6764
336, 19126.0, 786.0, 6781
337, 19190.0, 786.0, 6809
338, 19231.0, 786.0, 6820
339, 19280.0, 786.0, 6839
340, 19344.0, 786.0, 6867
341, 19412.0, 786.0, 6896
342, 19495.0, 786.0, 6937
343, 19555.0, 786.0, 6964
344, 19620.0, 786.0, 6982
345, 19669.0, 786.0, 7007
346, 19731.0, 786.0, 7030
347, 19795.0, 786.0, 7056
348, 19857.0, 786.0, 7075
349, 19924.0, 786.0, 7103
350, 19975.0, 786.0, 7123
351, 20038.0, 786.0, 7143
352, 20098.0, 786.0, 7164
353, 20151.0, 786.0, 7193
354, 20212.0, 786.0, 7218
355, 20270.0, 786.0, 7244
356, 20333.0, 786.0, 7265
357, 20396.0, 786.0, 7288
358, 20440.0, 786.0, 7307
359, 20490.0, 786.0, 7329
360, 20538.0, 786.0, 7347
361, 20609.0, 786.0, 7377
362, 20667.0, 786.0, 7405
363, 20727.0, 786.0, 7428
364, 20789.0, 786.0, 7448
365, 20836.0, 786.0, 7463
366, 20906.0, 786.0, 7487
367, 20962.0, 786.0, 7509
368, 21017.0, 786.0, 7535
369, 21059.0, 786.0, 7556
370, 21127.0, 786.0, 7581
371, 21173.0, 786.0, 7601
372, 21234.0, 786.0, 7624
373, 21304.0, 786.0, 7656
374, 21358.0, 786.0, 7673
375, 21421.0, 786.0, 7695
376, 21474.0, 786.0, 7715
377, 21520.0, 786.0, 7724
378, 21563.0, 786.0, 7743
379, 21623.0, 786.0, 7761
380, 21676.0, 786.0, 7781
381, 21744.0, 786.0, 7802
382, 21810.0, 786.0, 7830
383, 21863.0, 786.0, 7848
384, 21918.0, 786.0, 7870
385, 21976.0, 786.0, 7887
386, 22044.0, 786.0, 7919
387, 22089.0, 786.0, 7932
388, 22152.0, 786.0, 7953
389, 22214.0, 786.0, 7971
390, 22267.0, 786.0, 7993
391, 22320.0, 786.0, 8015
392, 22380.0, 786.0, 8033
393, 22431.0, 786.0, 8050
394, 22483.0, 786.0, 8078
395, 22557.0, 786.0, 8115
396, 22602.0, 786.0, 8132
397, 22665.0, 786.0, 8149
398, 22709.0, 786.0, 8161
399, 22761.0, 786.0, 8178
400, 22817.0, 786.0, 8198
401, 22868.0, 786.0, 8216
402, 22940.0, 786.0, 8247
403, 23002.0, 786.0, 8273
404, 23074.0, 786.0, 8301
405, 23129.0, 786.0, 8318
406, 23177.0, 786.0, 8332
407, 23217.0, 786.0, 8347
408, 23266.0, 786.0, 8367
409, 23315.0, 786.0, 8376
410, 23378.0, 786.0, 8402
411, 23440.0, 786.0, 8420
412, 23502.0, 786.0, 8447
413, 23536.0, 786.0, 8457
414, 23588.0, 786.0, 8476
415, 23634.0, 786.0, 8492
416, 23685.0, 786.0, 8517
417, 23746.0, 786.0, 8538
418, 23789.0, 786.0, 8553
419, 23839.0, 786.0, 8563
420, 23870.0, 786.0, 8571
421, 23912.0, 786.0, 8582
422, 23950.0, 786.0, 8601
423, 23985.0, 786.0, 8607
424, 24033.0, 786.0, 8624
425, 24074.0, 786.0, 8640
426, 24109.0, 786.0, 8653
427, 24156.0, 786.0, 8672
428, 24187.0, 786.0, 8684
429, 24219.0, 786.0, 8691
430, 24253.0, 786.0, 8700
431, 24293.0, 786.0, 8713
432, 24340.0, 786.0, 8735
433, 24372.0, 786.0, 8742
434, 24407.0, 786.0, 8751
435, 24436.0, 786.0, 8760
436, 24476.0, 786.0, 8768
437, 24517.0, 786.0, 8782
438, 24559.0, 786.0, 8795
439, 24593.0, 786.0, 8799
440, 24627.0, 786.0, 8808
441, 24654.0, 786.0, 8809
442, 24691.0, 786.0, 8820
443, 24733.0, 786.0, 8835
444, 24767.0, 786.0, 8849
445, 24792.0, 786.0, 8859
446, 24827.0, 786.0, 8869
447, 24856.0, 786.0, 8877
448, 24904.0, 786.0, 8899
449, 24942.0, 786.0, 8903
450, 24979.0, 786.0, 8919
451, 25025.0, 786.0, 8927
452, 25052.0, 786.0, 8933
453, 25087.0, 786.0, 8941
454, 25111.0, 786.0, 8945
455, 25138.0, 786.0, 8952
456, 25175.0, 786.0, 8965
457, 25206.0, 786.0, 8979
458, 25245.0, 786.0, 8987
459, 25275.0, 786.0, 8999
460, 25317.0, 786.0, 9014
461, 25355.0, 786.0, 9026
462, 25383.0, 786.0, 9033
463, 25408.0, 786.0, 9036
464, 25440.0, 786.0, 9046
465, 25486.0, 786.0, 9064
466, 25519.0, 786.0, 9071
467, 25555.0, 786.0, 9080
468, 25607.0, 786.0, 9101
469, 25643.0, 786.0, 9110
470, 25673.0, 786.0, 9117
471, 25705.0, 786.0, 9128
472, 25738.0, 786.0, 9133
473, 25784.0, 786.0, 9149
474, 25810.0, 785.0, 9149
475, 25854.0, 786.0, 9167
476, 25900.0, 786.0, 9181
477, 25938.0, 786.0, 9197
478, 25978.0, 786.0, 9212
479, 26029.0, 786.0, 9225
480, 26050.0, 786.0, 9230
481, 26083.0, 786.0, 9243
482, 26120.0, 786.0, 9250
483, 26159.0, 786.0, 9264
484, 26180.0, 786.0, 9267
485, 26218.0, 786.0, 9279
486, 26259.0, 786.0, 9296
487, 26299.0, 786.0, 9306
488, 26330.0, 786.0, 9325
489, 26369.0, 786.0, 9337
490, 26405.0, 786.0, 9347
491, 26435.0, 786.0, 9354
492, 26460.0, 786.0, 9366
493, 26487.0, 786.0, 9371
494, 26525.0, 786.0, 9379
495, 26559.0, 786.0, 9387
496, 26593.0, 786.0, 9397
497, 26625.0, 786.0, 9406
498, 26660.0, 786.0, 9418
499, 26694.0, 786.0, 9427
500, 26733.0, 786.0, 9437
501, 26758.0, 786.0, 9441
502, 26786.0, 786.0, 9445
503, 26816.0, 786.0, 9457
504, 26850.0, 786.0, 9469
505, 26905.0, 786.0, 9485
506, 26937.0, 786.0, 9492
507, 26971.0, 786.0, 9500
508, 27021.0, 786.0, 9515
509, 27055.0, 786.0, 9524
510, 27087.0, 786.0, 9531
511, 27124.0, 786.0, 9539
512, 27164.0, 786.0, 9555
513, 27196.0, 786.0, 9569
514, 27230.0, 786.0, 9573
515, 27268.0, 786.0, 9586
516, 27294.0, 786.0, 9591
517, 27324.0, 786.0, 9600
518, 27355.0, 786.0, 9608
519, 27382.0, 786.0, 9614
520, 27406.0, 786.0, 9620
521, 27446.0, 786.0, 9631
522, 27476.0, 786.0, 9641
523, 27514.0, 786.0, 9652
524, 27544.0, 786.0, 9660
525, 27582.0, 786.0, 9668
526, 27609.0, 786.0, 9681
527, 27651.0, 786.0, 9689
528, 27695.0, 786.0, 9705
529, 27728.0, 786.0, 9713
530, 27751.0, 786.0, 9718
531, 27786.0, 786.0, 9726
532, 27817.0, 786.0, 9737
533, 27851.0, 786.0, 9758
534, 27897.0, 786.0, 9776
535, 27928.0, 786.0, 9783
536, 27971.0, 786.0, 9796
537, 28012.0, 786.0, 9812
538, 28064.0, 786.0, 9829
539, 28093.0, 786.0, 9840
540, 28121.0, 786.0, 9847
541, 28154.0, 786.0, 9854
542, 28195.0, 786.0, 9868
543, 28242.0, 786.0, 9883
544, 28277.0, 786.0, 9899
545, 28301.0, 786.0, 9903
546, 28352.0, 786.0, 9920
547, 28388.0, 786.0, 9929
548, 28429.0, 786.0, 9946
549, 28467.0, 786.0, 9959
550, 28507.0, 786.0, 9970
551, 28551.0, 786.0, 9984
552, 28586.0, 786.0, 9996
553, 28617.0, 786.0, 9999
554, 28647.0, 786.0, 10008
555, 28687.0, 786.0, 10017
556, 28715.0, 786.0, 10025
557, 28761.0, 786.0, 10042
558, 28796.0, 786.0, 10049
559, 28835.0, 786.0, 10059
560, 28875.0, 786.0, 10065
561, 28919.0, 786.0, 10079
562, 28938.0, 786.0, 10082
563, 28968.0, 786.0, 10087
564, 29001.0, 786.0, 10099
565, 29023.0, 786.0, 10103
566, 29055.0, 786.0, 10113
567, 29093.0, 786.0, 10129
568, 29135.0, 786.0, 10152
569, 29167.0, 786.0, 10160
570, 29200.0, 786.0, 10168
571, 29233.0, 786.0, 10183
572, 29268.0, 786.0, 10199
573, 29307.0, 786.0, 10210
574, 29350.0, 786.0, 10221
575, 29392.0, 786.0, 10232
576, 29430.0, 786.0, 10245
577, 29460.0, 786.0, 10250
578, 29505.0, 786.0, 10265
579, 29542.0, 786.0, 10279
580, 29575.0, 786.0, 10289
581, 29613.0, 786.0, 10302
582, 29643.0, 786.0, 10318
583, 29669.0, 786.0, 10323
584, 29705.0, 786.0, 10331
585, 29740.0, 786.0, 10341
586, 29777.0, 786.0, 10357
587, 29815.0, 786.0, 10375
588, 29861.0, 786.0, 10387
589, 29886.0, 786.0, 10398
590, 29919.0, 786.0, 10405
591, 29950.0, 786.0, 10411
592, 29989.0, 786.0, 10429
593, 30018.0, 786.0, 10439
594, 30051.0, 786.0, 10449
595, 30082.0, 786.0, 10458
596, 30121.0, 786.0, 10466
597, 30159.0, 786.0, 10477
598, 30193.0, 786.0, 10487
599, 30238.0, 786.0, 10505
