TimeMins, TotalArrival, WaitingQueue, Rejected
222, 53.0, 302.0, 0
223, 41.0, 301.0, 0
224, 40.0, 299.0, 0
225, 50.0, 307.0, 0
226, 43.0, 308.0, 0
227, 39.0, 305.0, 0
228, 47.0, 310.0, 0
229, 47.0, 315.0, 0
230, 44.0, 317.0, 0
231, 44.0, 319.0, 0
232, 47.0, 324.0, 0
233, 47.0, 329.0, 0
234, 52.0, 339.0, 0
235, 51.0, 348.0, 0
236, 47.0, 353.0, 0
237, 49.0, 360.0, 0
238, 46.0, 364.0, 0
239, 43.0, 365.0, 0
240, 39.0, 362.0, 0
241, 49.0, 369.0, 0
242, 46.0, 373.0, 0
243, 54.0, 385.0, 0
244, 40.0, 383.0, 0
245, 39.0, 380.0, 0
246, 47.0, 385.0, 0
247, 48.0, 391.0, 0
248, 46.0, 395.0, 0
249, 42.0, 395.0, 0
250, 45.0, 398.0, 0
251, 36.0, 392.0, 0
252, 49.0, 399.0, 0
253, 47.0, 404.0, 0
254, 47.0, 409.0, 0
255, 48.0, 415.0, 0
256, 51.0, 424.0, 0
257, 38.0, 420.0, 0
258, 46.0, 424.0, 0
259, 53.0, 435.0, 0
260, 54.0, 447.0, 0
261, 47.0, 452.0, 0
262, 49.0, 459.0, 0
263, 34.0, 451.0, 0
264, 48.0, 457.0, 0
265, 59.0, 474.0, 0
266, 42.0, 474.0, 0
267, 46.0, 478.0, 0
268, 41.0, 477.0, 0
269, 39.0, 474.0, 0
270, 37.0, 469.0, 0
271, 53.0, 480.0, 0
272, 52.0, 490.0, 0
273, 49.0, 497.0, 0
274, 38.0, 493.0, 0
275, 42.0, 493.0, 0
276, 36.0, 487.0, 0
277, 36.0, 481.0, 0
278, 47.0, 486.0, 0
279, 51.0, 495.0, 0
280, 46.0, 499.0, 0
281, 44.0, 501.0, 0
282, 43.0, 502.0, 0
283, 41.0, 501.0, 0
284, 44.0, 503.0, 0
285, 45.0, 506.0, 0
286, 38.0, 502.0, 0
287, 42.0, 502.0, 0
288, 49.0, 509.0, 0
289, 42.0, 509.0, 0
290, 51.0, 518.0, 0
291, 57.0, 533.0, 0
292, 53.0, 544.0, 0
293, 49.0, 551.0, 0
294, 41.0, 550.0, 0
295, 56.0, 564.0, 0
296, 37.0, 559.0, 0
297, 35.0, 552.0, 0
298, 50.0, 560.0, 0
299, 45.0, 563.0, 0
300, 36.0, 557.0, 0
301, 45.0, 560.0, 0
302, 27.0, 545.0, 0
303, 42.0, 545.0, 0
304, 37.0, 540.0, 0
305, 32.0, 530.0, 0
306, 28.0, 516.0, 0
307, 35.0, 509.0, 0
308, 31.0, 498.0, 0
309, 32.0, 488.0, 0
310, 43.0, 489.0, 0
311, 36.0, 483.0, 0
312, 37.0, 478.0, 0
313, 28.0, 464.0, 0
314, 35.0, 457.0, 0
315, 33.0, 448.0, 0
316, 35.0, 441.0, 0
317, 40.0, 439.0, 0
318, 35.0, 432.0, 0
319, 33.0, 423.0, 0
320, 38.0, 419.0, 0
321, 35.0, 412.0, 0
322, 36.0, 406.0, 0
323, 33.0, 397.0, 0
324, 21.0, 376.0, 0
325, 38.0, 372.0, 0
326, 28.0, 358.0, 0
327, 37.0, 353.0, 0
328, 42.0, 353.0, 0
329, 35.0, 346.0, 0
330, 39.0, 343.0, 0
331, 35.0, 336.0, 0
332, 33.0, 327.0, 0
333, 40.0, 325.0, 0
334, 36.0, 319.0, 0
335, 33.0, 310.0, 0
336, 45.0, 313.0, 0
337, 37.0, 308.0, 0
338, 29.0, 295.0, 0
339, 33.0, 286.0, 0
340, 28.0, 272.0, 0
341, 39.0, 269.0, 0
342, 45.0, 272.0, 0
343, 37.0, 267.0, 0
344, 24.0, 249.0, 0
345, 32.0, 239.0, 0
346, 26.0, 223.0, 0
347, 37.0, 218.0, 0
348, 28.0, 204.0, 0
349, 41.0, 203.0, 0
350, 42.0, 203.0, 0
351, 36.0, 197.0, 0
352, 38.0, 193.0, 0
353, 41.0, 192.0, 0
354, 23.0, 173.0, 0
355, 28.0, 159.0, 0
356, 38.0, 155.0, 0
357, 37.0, 150.0, 0
358, 30.0, 138.0, 0
359, 26.0, 122.0, 0
360, 29.0, 109.0, 0
361, 37.0, 104.0, 0
362, 32.0, 94.0, 0
363, 32.0, 84.0, 0
364, 33.0, 75.0, 0
365, 37.0, 70.0, 0
366, 40.0, 68.0, 0
367, 40.0, 66.0, 0
368, 35.0, 59.0, 0
369, 37.0, 54.0, 0
370, 40.0, 52.0, 0
371, 43.0, 53.0, 0
372, 29.0, 40.0, 0
373, 37.0, 35.0, 0
374, 33.0, 26.0, 0
375, 31.0, 15.0, 0
376, 29.0, 2.0, 0
377, 41.0, 1.0, 0
378, 26.0, 0.0, 0
379, 34.0, 0.0, 0
380, 36.0, 0.0, 0
381, 32.0, 0.0, 0
382, 36.0, 0.0, 0
383, 30.0, 0.0, 0
384, 32.0, 0.0, 0
385, 28.0, 0.0, 0
386, 40.0, 0.0, 0
387, 29.0, 0.0, 0
388, 32.0, 0.0, 0
389, 40.0, 0.0, 0
390, 43.0, 1.0, 0
391, 40.0, 0.0, 0
392, 39.0, 0.0, 0
393, 37.0, 0.0, 0
394, 33.0, 0.0, 0
395, 41.0, 0.0, 0
396, 31.0, 0.0, 0
397, 42.0, 0.0, 0
398, 31.0, 0.0, 0
399, 31.0, 0.0, 0
400, 35.0, 0.0, 0
401, 48.0, 6.0, 0
402, 26.0, 0.0, 0
403, 27.0, 0.0, 0
404, 35.0, 0.0, 0
405, 34.0, 0.0, 0
406, 27.0, 0.0, 0
407, 31.0, 0.0, 0
408, 42.0, 0.0, 0
409, 31.0, 0.0, 0
410, 29.0, 0.0, 0
411, 28.0, 0.0, 0
412, 44.0, 2.0, 0
413, 27.0, 0.0, 0
414, 25.0, 0.0, 0
415, 26.0, 0.0, 0
416, 32.0, 0.0, 0
417, 43.0, 1.0, 0
418, 33.0, 0.0, 0
419, 34.0, 0.0, 0
420, 33.0, 0.0, 0
421, 30.0, 0.0, 0
422, 25.0, 0.0, 0
423, 30.0, 0.0, 0
424, 27.0, 0.0, 0
425, 24.0, 0.0, 0
426, 22.0, 0.0, 0
427, 13.0, 0.0, 0
428, 25.0, 0.0, 0
429, 34.0, 0.0, 0
430, 24.0, 0.0, 0
431, 21.0, 0.0, 0
432, 26.0, 0.0, 0
433, 22.0, 0.0, 0
434, 27.0, 0.0, 0
435, 33.0, 0.0, 0
436, 24.0, 0.0, 0
437, 31.0, 0.0, 0
438, 14.0, 0.0, 0
439, 33.0, 0.0, 0
440, 26.0, 0.0, 0
441, 29.0, 0.0, 0
442, 26.0, 0.0, 0
443, 20.0, 0.0, 0
444, 21.0, 0.0, 0
445, 23.0, 0.0, 0
446, 13.0, 0.0, 0
447, 24.0, 0.0, 0
448, 18.0, 0.0, 0
449, 27.0, 0.0, 0
450, 30.0, 0.0, 0
451, 18.0, 0.0, 0
452, 29.0, 0.0, 0
453, 27.0, 0.0, 0
454, 27.0, 0.0, 0
455, 29.0, 0.0, 0
456, 25.0, 0.0, 0
457, 27.0, 0.0, 0
458, 20.0, 0.0, 0
459, 27.0, 0.0, 0
460, 28.0, 0.0, 0
461, 29.0, 0.0, 0
462, 16.0, 0.0, 0
463, 31.0, 0.0, 0
464, 27.0, 0.0, 0
465, 28.0, 0.0, 0
466, 18.0, 0.0, 0
467, 25.0, 0.0, 0
468, 33.0, 0.0, 0
469, 17.0, 0.0, 0
470, 22.0, 0.0, 0
471, 20.0, 0.0, 0
472, 36.0, 0.0, 0
473, 26.0, 0.0, 0
474, 22.0, 0.0, 0
475, 32.0, 0.0, 0
476, 23.0, 0.0, 0
477, 27.0, 0.0, 0
478, 21.0, 0.0, 0
479, 20.0, 0.0, 0
480, 21.0, 0.0, 0
481, 25.0, 0.0, 0
482, 32.0, 0.0, 0
483, 19.0, 0.0, 0
484, 32.0, 0.0, 0
485, 24.0, 0.0, 0
486, 18.0, 0.0, 0
487, 29.0, 0.0, 0
488, 20.0, 0.0, 0
489, 35.0, 0.0, 0
490, 29.0, 0.0, 0
491, 31.0, 0.0, 0
492, 21.0, 0.0, 0
493, 24.0, 0.0, 0
494, 13.0, 0.0, 0
495, 28.0, 0.0, 0
496, 19.0, 0.0, 0
497, 24.0, 0.0, 0
498, 22.0, 0.0, 0
499, 38.0, 0.0, 0
500, 17.0, 0.0, 0
501, 22.0, 0.0, 0
502, 21.0, 0.0, 0
503, 22.0, 0.0, 0
504, 20.0, 0.0, 0
505, 26.0, 0.0, 0
506, 31.0, 0.0, 0
507, 33.0, 0.0, 0
508, 21.0, 0.0, 0
509, 29.0, 0.0, 0
510, 27.0, 0.0, 0
511, 27.0, 0.0, 0
512, 32.0, 0.0, 0
513, 24.0, 0.0, 0
514, 32.0, 0.0, 0
515, 27.0, 0.0, 0
516, 20.0, 0.0, 0
517, 27.0, 0.0, 0
518, 26.0, 0.0, 0
519, 24.0, 0.0, 0
520, 33.0, 0.0, 0
521, 25.0, 0.0, 0
522, 26.0, 0.0, 0
523, 25.0, 0.0, 0
524, 22.0, 0.0, 0
525, 24.0, 0.0, 0
526, 23.0, 0.0, 0
527, 16.0, 0.0, 0
528, 29.0, 0.0, 0
529, 21.0, 0.0, 0
530, 18.0, 0.0, 0
531, 23.0, 0.0, 0
532, 26.0, 0.0, 0
533, 18.0, 0.0, 0
534, 21.0, 0.0, 0
535, 20.0, 0.0, 0
536, 27.0, 0.0, 0
537, 24.0, 0.0, 0
538, 26.0, 0.0, 0
539, 27.0, 0.0, 0
540, 24.0, 0.0, 0
541, 27.0, 0.0, 0
542, 24.0, 0.0, 0
543, 30.0, 0.0, 0
544, 26.0, 0.0, 0
545, 21.0, 0.0, 0
546, 33.0, 0.0, 0
547, 31.0, 0.0, 0
548, 23.0, 0.0, 0
549, 37.0, 0.0, 0
550, 20.0, 0.0, 0
551, 31.0, 0.0, 0
552, 26.0, 0.0, 0
553, 24.0, 0.0, 0
554, 26.0, 0.0, 0
555, 28.0, 0.0, 0
556, 17.0, 0.0, 0
557, 22.0, 0.0, 0
558, 22.0, 0.0, 0
559, 24.0, 0.0, 0
560, 31.0, 0.0, 0
561, 28.0, 0.0, 0
562, 28.0, 0.0, 0
563, 31.0, 0.0, 0
564, 23.0, 0.0, 0
565, 24.0, 0.0, 0
566, 32.0, 0.0, 0
567, 22.0, 0.0, 0
568, 23.0, 0.0, 0
569, 26.0, 0.0, 0
570, 23.0, 0.0, 0
571, 28.0, 0.0, 0
572, 28.0, 0.0, 0
573, 28.0, 0.0, 0
574, 28.0, 0.0, 0
575, 20.0, 0.0, 0
576, 21.0, 0.0, 0
577, 22.0, 0.0, 0
578, 27.0, 0.0, 0
579, 32.0, 0.0, 0
580, 23.0, 0.0, 0
581, 25.0, 0.0, 0
582, 19.0, 0.0, 0
583, 32.0, 0.0, 0
584, 21.0, 0.0, 0
585, 25.0, 0.0, 0
586, 27.0, 0.0, 0
587, 24.0, 0.0, 0
588, 27.0, 0.0, 0
589, 18.0, 0.0, 0
590, 18.0, 0.0, 0
591, 18.0, 0.0, 0
592, 16.0, 0.0, 0
593, 23.0, 0.0, 0
594, 22.0, 0.0, 0
595, 27.0, 0.0, 0
596, 20.0, 0.0, 0
597, 24.0, 0.0, 0
598, 18.0, 0.0, 0
599, 27.0, 0.0, 0
