TimeMins, TotalArrival, WaitingQueue, Rejected
222, 53.0, 772.0, 25
223, 41.0, 772.0, 13
224, 40.0, 772.0, 12
225, 50.0, 772.0, 22
226, 43.0, 772.0, 15
227, 39.0, 772.0, 11
228, 47.0, 772.0, 19
229, 47.0, 772.0, 19
230, 44.0, 772.0, 16
231, 44.0, 772.0, 16
232, 47.0, 772.0, 19
233, 47.0, 772.0, 19
234, 52.0, 772.0, 24
235, 51.0, 772.0, 23
236, 47.0, 772.0, 19
237, 49.0, 772.0, 21
238, 46.0, 772.0, 18
239, 43.0, 772.0, 15
240, 39.0, 772.0, 11
241, 49.0, 772.0, 21
242, 46.0, 772.0, 18
243, 54.0, 772.0, 26
244, 40.0, 772.0, 12
245, 39.0, 772.0, 11
246, 47.0, 772.0, 19
247, 48.0, 772.0, 20
248, 46.0, 772.0, 18
249, 42.0, 772.0, 14
250, 45.0, 772.0, 17
251, 36.0, 772.0, 8
252, 49.0, 772.0, 21
253, 47.0, 772.0, 19
254, 47.0, 772.0, 19
255, 48.0, 772.0, 20
256, 51.0, 772.0, 23
257, 38.0, 772.0, 10
258, 46.0, 772.0, 18
259, 53.0, 772.0, 25
260, 54.0, 772.0, 26
261, 47.0, 772.0, 19
262, 49.0, 772.0, 21
263, 34.0, 772.0, 6
264, 48.0, 772.0, 20
265, 59.0, 772.0, 31
266, 42.0, 772.0, 14
267, 46.0, 772.0, 18
268, 41.0, 772.0, 13
269, 39.0, 772.0, 11
270, 37.0, 772.0, 9
271, 53.0, 772.0, 25
272, 52.0, 772.0, 24
273, 49.0, 772.0, 21
274, 38.0, 772.0, 10
275, 42.0, 772.0, 14
276, 36.0, 772.0, 8
277, 36.0, 772.0, 8
278, 47.0, 772.0, 19
279, 51.0, 772.0, 23
280, 46.0, 772.0, 18
281, 44.0, 772.0, 16
282, 43.0, 772.0, 15
283, 41.0, 772.0, 13
284, 44.0, 772.0, 16
285, 45.0, 772.0, 17
286, 38.0, 772.0, 10
287, 42.0, 772.0, 14
288, 49.0, 772.0, 21
289, 42.0, 772.0, 14
290, 51.0, 772.0, 23
291, 57.0, 772.0, 29
292, 53.0, 772.0, 25
293, 49.0, 772.0, 21
294, 41.0, 772.0, 13
295, 56.0, 772.0, 28
296, 37.0, 772.0, 9
297, 35.0, 772.0, 7
298, 50.0, 772.0, 22
299, 45.0, 772.0, 17
300, 36.0, 772.0, 8
301, 45.0, 772.0, 17
302, 27.0, 771.0, 17
303, 42.0, 772.0, 13
304, 37.0, 772.0, 9
305, 32.0, 772.0, 4
306, 28.0, 772.0, 4
307, 35.0, 772.0, 7
308, 31.0, 772.0, 3
309, 32.0, 772.0, 4
310, 43.0, 772.0, 15
311, 36.0, 772.0, 8
312, 37.0, 772.0, 9
313, 28.0, 772.0, 9
314, 35.0, 772.0, 7
315, 33.0, 772.0, 5
316, 35.0, 772.0, 7
317, 40.0, 772.0, 12
318, 35.0, 772.0, 7
319, 33.0, 772.0, 5
320, 38.0, 772.0, 10
321, 35.0, 772.0, 7
322, 36.0, 772.0, 8
323, 33.0, 772.0, 5
324, 21.0, 765.0, 5
325, 38.0, 772.0, 3
326, 28.0, 772.0, 3
327, 37.0, 772.0, 9
328, 42.0, 772.0, 14
329, 35.0, 772.0, 7
330, 39.0, 772.0, 11
331, 35.0, 772.0, 7
332, 33.0, 772.0, 5
333, 40.0, 772.0, 12
334, 36.0, 772.0, 8
335, 33.0, 772.0, 5
336, 45.0, 772.0, 17
337, 37.0, 772.0, 9
338, 29.0, 772.0, 1
339, 33.0, 772.0, 5
340, 28.0, 772.0, 5
341, 39.0, 772.0, 11
342, 45.0, 772.0, 17
343, 37.0, 772.0, 9
344, 24.0, 768.0, 9
345, 32.0, 772.0, 9
346, 26.0, 770.0, 9
347, 37.0, 772.0, 7
348, 28.0, 772.0, 7
349, 41.0, 772.0, 13
350, 42.0, 772.0, 14
351, 36.0, 772.0, 8
352, 38.0, 772.0, 10
353, 41.0, 772.0, 13
354, 23.0, 767.0, 13
355, 28.0, 767.0, 13
356, 38.0, 772.0, 5
357, 37.0, 772.0, 9
358, 30.0, 772.0, 2
359, 26.0, 770.0, 2
360, 29.0, 771.0, 2
361, 37.0, 772.0, 8
362, 32.0, 772.0, 4
363, 32.0, 772.0, 4
364, 33.0, 772.0, 5
365, 37.0, 772.0, 9
366, 40.0, 772.0, 12
367, 40.0, 772.0, 12
368, 35.0, 772.0, 7
369, 37.0, 772.0, 9
370, 40.0, 772.0, 12
371, 43.0, 772.0, 15
372, 29.0, 772.0, 1
373, 37.0, 772.0, 9
374, 33.0, 772.0, 5
375, 31.0, 772.0, 3
376, 29.0, 772.0, 1
377, 41.0, 772.0, 13
378, 26.0, 770.0, 13
379, 34.0, 772.0, 4
380, 36.0, 772.0, 8
381, 32.0, 772.0, 4
382, 36.0, 772.0, 8
383, 30.0, 772.0, 2
384, 32.0, 772.0, 4
385, 28.0, 772.0, 4
386, 40.0, 772.0, 12
387, 29.0, 772.0, 1
388, 32.0, 772.0, 4
389, 40.0, 772.0, 12
390, 43.0, 772.0, 15
391, 40.0, 772.0, 12
392, 39.0, 772.0, 11
393, 37.0, 772.0, 9
394, 33.0, 772.0, 5
395, 41.0, 772.0, 13
396, 31.0, 772.0, 3
397, 42.0, 772.0, 14
398, 31.0, 772.0, 3
399, 31.0, 772.0, 3
400, 35.0, 772.0, 7
401, 48.0, 772.0, 20
402, 26.0, 770.0, 20
403, 27.0, 769.0, 20
404, 35.0, 772.0, 4
405, 34.0, 772.0, 6
406, 27.0, 771.0, 6
407, 31.0, 772.0, 2
408, 42.0, 772.0, 14
409, 31.0, 772.0, 3
410, 29.0, 772.0, 1
411, 28.0, 772.0, 1
412, 44.0, 772.0, 16
413, 27.0, 771.0, 16
414, 25.0, 768.0, 16
415, 26.0, 766.0, 16
416, 32.0, 770.0, 16
417, 43.0, 772.0, 13
418, 33.0, 772.0, 5
419, 34.0, 772.0, 6
420, 33.0, 772.0, 5
421, 30.0, 772.0, 2
422, 25.0, 769.0, 2
423, 30.0, 771.0, 2
424, 27.0, 770.0, 2
425, 24.0, 766.0, 2
426, 22.0, 760.0, 2
427, 13.0, 745.0, 2
428, 25.0, 742.0, 2
429, 34.0, 748.0, 2
430, 24.0, 744.0, 2
431, 21.0, 737.0, 2
432, 26.0, 735.0, 2
433, 22.0, 729.0, 2
434, 27.0, 728.0, 2
435, 33.0, 733.0, 2
436, 24.0, 729.0, 2
437, 31.0, 732.0, 2
438, 14.0, 718.0, 2
439, 33.0, 723.0, 2
440, 26.0, 721.0, 2
441, 29.0, 722.0, 2
442, 26.0, 720.0, 2
443, 20.0, 712.0, 2
444, 21.0, 705.0, 2
445, 23.0, 700.0, 2
446, 13.0, 685.0, 2
447, 24.0, 681.0, 2
448, 18.0, 671.0, 2
449, 27.0, 670.0, 2
450, 30.0, 672.0, 2
451, 18.0, 662.0, 2
452, 29.0, 663.0, 2
453, 27.0, 662.0, 2
454, 27.0, 661.0, 2
455, 29.0, 662.0, 2
456, 25.0, 659.0, 2
457, 27.0, 658.0, 2
458, 20.0, 650.0, 2
459, 27.0, 649.0, 2
460, 28.0, 649.0, 2
461, 29.0, 650.0, 2
462, 16.0, 638.0, 2
463, 31.0, 641.0, 2
464, 27.0, 640.0, 2
465, 28.0, 640.0, 2
466, 18.0, 630.0, 2
467, 25.0, 627.0, 2
468, 33.0, 632.0, 2
469, 17.0, 621.0, 2
470, 22.0, 615.0, 2
471, 20.0, 607.0, 2
472, 36.0, 615.0, 2
473, 26.0, 613.0, 2
474, 22.0, 607.0, 2
475, 32.0, 611.0, 2
476, 23.0, 606.0, 2
477, 27.0, 605.0, 2
478, 21.0, 598.0, 2
479, 20.0, 590.0, 2
480, 21.0, 583.0, 2
481, 25.0, 580.0, 2
482, 32.0, 584.0, 2
483, 19.0, 575.0, 2
484, 32.0, 579.0, 2
485, 24.0, 575.0, 2
486, 18.0, 565.0, 2
487, 29.0, 566.0, 2
488, 20.0, 558.0, 2
489, 35.0, 565.0, 2
490, 29.0, 566.0, 2
491, 31.0, 569.0, 2
492, 21.0, 562.0, 2
493, 24.0, 558.0, 2
494, 13.0, 543.0, 2
495, 28.0, 543.0, 2
496, 19.0, 534.0, 2
497, 24.0, 530.0, 2
498, 22.0, 524.0, 2
499, 38.0, 534.0, 2
500, 17.0, 523.0, 2
501, 22.0, 517.0, 2
502, 21.0, 510.0, 2
503, 22.0, 504.0, 2
504, 20.0, 496.0, 2
505, 26.0, 494.0, 2
506, 31.0, 497.0, 2
507, 33.0, 502.0, 2
508, 21.0, 495.0, 2
509, 29.0, 496.0, 2
510, 27.0, 495.0, 2
511, 27.0, 494.0, 2
512, 32.0, 498.0, 2
513, 24.0, 494.0, 2
514, 32.0, 498.0, 2
515, 27.0, 497.0, 2
516, 20.0, 489.0, 2
517, 27.0, 488.0, 2
518, 26.0, 486.0, 2
519, 24.0, 482.0, 2
520, 33.0, 487.0, 2
521, 25.0, 484.0, 2
522, 26.0, 482.0, 2
523, 25.0, 479.0, 2
524, 22.0, 473.0, 2
525, 24.0, 469.0, 2
526, 23.0, 464.0, 2
527, 16.0, 452.0, 2
528, 29.0, 453.0, 2
529, 21.0, 446.0, 2
530, 18.0, 436.0, 2
531, 23.0, 431.0, 2
532, 26.0, 429.0, 2
533, 18.0, 419.0, 2
534, 21.0, 412.0, 2
535, 20.0, 404.0, 2
536, 27.0, 403.0, 2
537, 24.0, 399.0, 2
538, 26.0, 397.0, 2
539, 27.0, 396.0, 2
540, 24.0, 392.0, 2
541, 27.0, 391.0, 2
542, 24.0, 387.0, 2
543, 30.0, 389.0, 2
544, 26.0, 387.0, 2
545, 21.0, 380.0, 2
546, 33.0, 385.0, 2
547, 31.0, 388.0, 2
548, 23.0, 383.0, 2
549, 37.0, 392.0, 2
550, 20.0, 384.0, 2
551, 31.0, 387.0, 2
552, 26.0, 385.0, 2
553, 24.0, 381.0, 2
554, 26.0, 379.0, 2
555, 28.0, 379.0, 2
556, 17.0, 368.0, 2
557, 22.0, 362.0, 2
558, 22.0, 356.0, 2
559, 24.0, 352.0, 2
560, 31.0, 355.0, 2
561, 28.0, 355.0, 2
562, 28.0, 355.0, 2
563, 31.0, 358.0, 2
564, 23.0, 353.0, 2
565, 24.0, 349.0, 2
566, 32.0, 353.0, 2
567, 22.0, 347.0, 2
568, 23.0, 342.0, 2
569, 26.0, 340.0, 2
570, 23.0, 335.0, 2
571, 28.0, 335.0, 2
572, 28.0, 335.0, 2
573, 28.0, 335.0, 2
574, 28.0, 335.0, 2
575, 20.0, 327.0, 2
576, 21.0, 320.0, 2
577, 22.0, 314.0, 2
578, 27.0, 313.0, 2
579, 32.0, 317.0, 2
580, 23.0, 312.0, 2
581, 25.0, 309.0, 2
582, 19.0, 300.0, 2
583, 32.0, 304.0, 2
584, 21.0, 297.0, 2
585, 25.0, 294.0, 2
586, 27.0, 293.0, 2
587, 24.0, 289.0, 2
588, 27.0, 288.0, 2
589, 18.0, 278.0, 2
590, 18.0, 268.0, 2
591, 18.0, 258.0, 2
592, 16.0, 246.0, 2
593, 23.0, 241.0, 2
594, 22.0, 235.0, 2
595, 27.0, 234.0, 2
596, 20.0, 226.0, 2
597, 24.0, 222.0, 2
598, 18.0, 212.0, 2
599, 27.0, 211.0, 2
